file	energy	cluster	hb_id	H-bond
md_410k_snap_106.com	-805.0530195954086	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_111.com	-804.8192408168247	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_92.com	-804.7840226628283	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_125.com	-804.7108169555552	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_124.com	-804.6189840295193	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_122.com	-804.5829446241437	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_123.com	-804.4918417521731	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_97.com	-804.3071644077492	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_108.com	-804.2522860484182	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_109.com	-803.527512130686	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_121.com	-801.0548366046232	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_119.com	-800.5652638903152	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_120.com	-800.0823402190665	7	78	N19-H130_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_410k_snap_114.com	-801.3760975982733	7	79	N19-H130_N115,N83-H88_O119,O1-H123_O15,O110-H126_O47
md_410k_snap_118.com	-801.3625763742716	7	79	N19-H130_N115,N83-H88_O119,O1-H123_O15,O110-H126_O47
md_410k_snap_133.com	-803.9655209870213	7	80	N19-H130_N115,N83-H88_O119,O1-H123_O47
md_410k_snap_131.com	-803.1155265625841	7	80	N19-H130_N115,N83-H88_O119,O1-H123_O47
md_410k_snap_130.com	-803.1008204926477	7	80	N19-H130_N115,N83-H88_O119,O1-H123_O47
md_410k_snap_132.com	-803.0183741063316	7	80	N19-H130_N115,N83-H88_O119,O1-H123_O47
md_410k_snap_129.com	-802.936734995968	7	80	N19-H130_N115,N83-H88_O119,O1-H123_O47
md_410k_snap_128.com	-801.796968511042	7	80	N19-H130_N115,N83-H88_O119,O1-H123_O47
md_410k_snap_134.com	-800.9270099840822	7	80	N19-H130_N115,N83-H88_O119,O1-H123_O47
md_410k_snap_137.com	-800.8941539680831	7	80	N19-H130_N115,N83-H88_O119,O1-H123_O47
md_410k_snap_127.com	-799.8765478462996	7	80	N19-H130_N115,N83-H88_O119,O1-H123_O47
md_410k_snap_126.com	-799.3256208244011	7	80	N19-H130_N115,N83-H88_O119,O1-H123_O47
md_410k_snap_115.com	-800.1650349397551	7	81	N19-H130_N115,N83-H88_O119,O110-H126_O47
md_410k_snap_117.com	-798.7365821812373	7	81	N19-H130_N115,N83-H88_O119,O110-H126_O47
md_410k_snap_116.com	-798.6479975450593	7	81	N19-H130_N115,N83-H88_O119,O110-H126_O47
md_610k_snap_66.com	-800.8754179682597	8	92	N83-H88_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_62.com	-800.3774137390992	8	92	N83-H88_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_64.com	-800.3082259082157	8	92	N83-H88_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_63.com	-800.2439553563958	8	92	N83-H88_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_69.com	-799.6636521779659	8	92	N83-H88_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_59.com	-798.8564351030963	8	93	N83-H88_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N81
md_610k_snap_57.com	-791.0482955091683	8	94	N83-H88_N115,N83-H88_O119,O1-H123_O119,O112-H129_O110,O48-H127_N81
md_610k_snap_55.com	-790.457680601283	8	94	N83-H88_N115,N83-H88_O119,O1-H123_O119,O112-H129_O110,O48-H127_N81
md_610k_snap_56.com	-790.352559364757	8	94	N83-H88_N115,N83-H88_O119,O1-H123_O119,O112-H129_O110,O48-H127_N81
md_610k_snap_53.com	-788.274821570202	8	95	N83-H88_N115,O1-H123_N115,O1-H123_O119,O112-H129_O110,O48-H127_O79
md_610k_snap_79.com	-792.8557066770533	8	96	N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_76.com	-792.6812864418852	8	96	N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_77.com	-792.6383635489161	8	96	N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_78.com	-792.5184864779244	8	96	N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_80.com	-789.0147949352922	8	96	N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_54.com	-788.7738229474105	8	97	N83-H88_N115,O1-H123_O119,O112-H129_O110,O48-H127_N81
md_610k_snap_75.com	-796.3066482664507	8	107	N83-H88_O119,O1-H123_O119,O110-H126_O47
md_610k_snap_70.com	-800.9335301707022	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_67.com	-800.8807545076556	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_58.com	-800.8705093881874	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_68.com	-800.6761349518164	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_60.com	-800.3961404270103	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_65.com	-800.0438650023591	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_61.com	-799.4578836753636	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_72.com	-798.5610331917279	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_73.com	-798.5606815662616	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_71.com	-797.9964026368681	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_74.com	-794.2577365587067	8	108	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_8.com	-786.1374911579146	9	111	N83-H88_O47,O1-H123_O89,O110-H126_O47,O110-H126_O87,O48-H127_O79
md_610k_snap_7.com	-785.4151878132498	9	112	N83-H88_O47,O1-H123_O89,O110-H126_O87,O48-H127_O79
md_610k_snap_11.com	-784.2646480068671	9	112	N83-H88_O47,O1-H123_O89,O110-H126_O87,O48-H127_O79
md_610k_snap_4.com	-777.6293409929463	9	113	N83-H88_O47,O1-H123_O89,O48-H127_O79
md_610k_snap_24.com	-779.629348822994	9	114	O1-H123_N83,O1-H123_O89
md_610k_snap_22.com	-781.3144433860163	9	115	O1-H123_N83,O1-H123_O89,O110-H126_O87
md_610k_snap_23.com	-781.2041511371673	9	115	O1-H123_N83,O1-H123_O89,O110-H126_O87
md_610k_snap_25.com	-774.5741006202595	9	116	O1-H123_N83,O1-H123_O89,O48-H127_O79
md_610k_snap_19.com	-782.150672302466	9	121	O1-H123_O89,O110-H126_O87
md_610k_snap_21.com	-781.3574600027351	9	121	O1-H123_O89,O110-H126_O87
md_610k_snap_20.com	-781.0868720591278	9	121	O1-H123_O89,O110-H126_O87
md_610k_snap_6.com	-778.741373390356	9	121	O1-H123_O89,O110-H126_O87
md_610k_snap_18.com	-779.7492655100363	9	122	O1-H123_O89,O110-H126_O87,O48-H127_O79
md_610k_snap_12.com	-779.4235890812053	9	122	O1-H123_O89,O110-H126_O87,O48-H127_O79
md_610k_snap_15.com	-779.0137606573867	9	122	O1-H123_O89,O110-H126_O87,O48-H127_O79
md_610k_snap_13.com	-778.9074620246682	9	122	O1-H123_O89,O110-H126_O87,O48-H127_O79
md_610k_snap_16.com	-778.7144755520961	9	122	O1-H123_O89,O110-H126_O87,O48-H127_O79
md_610k_snap_14.com	-778.7050709401123	9	122	O1-H123_O89,O110-H126_O87,O48-H127_O79
md_610k_snap_17.com	-777.2285752308205	9	122	O1-H123_O89,O110-H126_O87,O48-H127_O79
md_610k_snap_5.com	-777.1519519352184	9	122	O1-H123_O89,O110-H126_O87,O48-H127_O79
md_610k_snap_9.com	-781.8056712447103	9	123	O1-H123_O89,O48-H127_O79
md_610k_snap_10.com	-774.84758826198	9	123	O1-H123_O89,O48-H127_O79
md_610k_snap_137.com	-795.562108160468	10	20	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O110-H126_O47,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_135.com	-795.4903435384635	10	20	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O110-H126_O47,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_136.com	-795.4437088590983	10	20	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O110-H126_O47,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_139.com	-798.8410373502331	10	21	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O110-H126_O78,O48-H127_O89,O80-H128_O70
md_610k_snap_144.com	-796.7565831284949	10	22	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O112-H129_O110,O48-H127_O89,O80-H128_O70
md_610k_snap_143.com	-793.9162638235086	10	22	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O112-H129_O110,O48-H127_O89,O80-H128_O70
md_610k_snap_138.com	-796.827036456199	10	23	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O48-H127_O89,O80-H128_O70
md_610k_snap_132.com	-791.0775505331497	10	28	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O110-H126_O1,O80-H128_O70
md_610k_snap_133.com	-792.7342396146619	10	30	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O110-H126_O47,O80-H128_O70
md_610k_snap_141.com	-797.0577885747374	10	31	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_142.com	-797.002080388114	10	31	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_140.com	-796.7661340240843	10	31	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_146.com	-796.2132989637942	10	31	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_145.com	-796.1335935139805	10	32	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_O89,O80-H128_O70
md_610k_snap_147.com	-794.6545440766712	10	32	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_O89,O80-H128_O70
md_410k_snap_162.com	-801.903541813006	11	41	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47
md_410k_snap_163.com	-801.6081756695849	11	41	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47
md_410k_snap_164.com	-801.3421879392056	11	41	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47
md_410k_snap_145.com	-799.460794227328	11	41	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47
md_410k_snap_149.com	-798.8121268354097	11	41	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47
md_410k_snap_141.com	-807.0828670078411	11	42	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47,O48-H127_N81
md_410k_snap_157.com	-803.601294919299	11	43	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47,O48-H127_O70
md_410k_snap_158.com	-803.4432590823815	11	43	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47,O48-H127_O70
md_410k_snap_156.com	-801.7866920813844	11	43	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47,O48-H127_O70
md_410k_snap_148.com	-801.149829313605	11	43	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47,O48-H127_O70
md_410k_snap_155.com	-801.1446523419426	11	43	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47,O48-H127_O70
md_410k_snap_153.com	-801.1279322998051	11	43	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47,O48-H127_O70
md_410k_snap_152.com	-800.9981842837888	11	43	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47,O48-H127_O70
md_410k_snap_154.com	-800.5660836307648	11	43	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47,O48-H127_O70
md_410k_snap_151.com	-799.7431296004993	11	43	N120-H122_O28,N19-H130_N115,N83-H88_N115,O1-H123_O47,O48-H127_O70
md_410k_snap_142.com	-806.3453240001597	11	53	N120-H122_O28,N19-H130_N115,O1-H123_O47
md_410k_snap_160.com	-803.7204506239818	11	53	N120-H122_O28,N19-H130_N115,O1-H123_O47
md_410k_snap_159.com	-803.6404535943564	11	53	N120-H122_O28,N19-H130_N115,O1-H123_O47
md_410k_snap_166.com	-802.1362373430933	11	53	N120-H122_O28,N19-H130_N115,O1-H123_O47
md_410k_snap_161.com	-801.9323444468653	11	53	N120-H122_O28,N19-H130_N115,O1-H123_O47
md_410k_snap_165.com	-801.4039891348441	11	53	N120-H122_O28,N19-H130_N115,O1-H123_O47
md_410k_snap_147.com	-800.2383605571484	11	53	N120-H122_O28,N19-H130_N115,O1-H123_O47
md_410k_snap_139.com	-799.9443582956025	11	53	N120-H122_O28,N19-H130_N115,O1-H123_O47
md_410k_snap_140.com	-797.0060037537781	11	53	N120-H122_O28,N19-H130_N115,O1-H123_O47
md_410k_snap_150.com	-800.729071545945	11	56	N120-H122_O28,N19-H130_N115,O1-H123_O47,O48-H127_O70
md_410k_snap_143.com	-803.1080128289641	11	58	N120-H122_O28,N19-H130_N115,O1-H123_O47,O80-H128_O70
md_410k_snap_146.com	-802.769949335507	11	58	N120-H122_O28,N19-H130_N115,O1-H123_O47,O80-H128_O70
md_410k_snap_144.com	-800.2555444206859	11	58	N120-H122_O28,N19-H130_N115,O1-H123_O47,O80-H128_O70
md_410k_snap_11.com	-781.3283933616261	12	110	N83-H88_O47,O1-H123_O47,O48-H127_O79
md_410k_snap_9.com	-781.1706284214313	12	110	N83-H88_O47,O1-H123_O47,O48-H127_O79
md_410k_snap_7.com	-781.1281523221543	12	110	N83-H88_O47,O1-H123_O47,O48-H127_O79
md_410k_snap_8.com	-780.979938619946	12	110	N83-H88_O47,O1-H123_O47,O48-H127_O79
md_410k_snap_10.com	-780.9489696946176	12	110	N83-H88_O47,O1-H123_O47,O48-H127_O79
md_410k_snap_5.com	-780.2577661129934	12	110	N83-H88_O47,O1-H123_O47,O48-H127_O79
md_410k_snap_3.com	-782.535557808367	12	113	N83-H88_O47,O1-H123_O89,O48-H127_O79
md_410k_snap_2.com	-782.4199135755441	12	113	N83-H88_O47,O1-H123_O89,O48-H127_O79
md_410k_snap_4.com	-782.4070105981242	12	113	N83-H88_O47,O1-H123_O89,O48-H127_O79
md_610k_snap_2.com	-781.9875505390128	12	113	N83-H88_O47,O1-H123_O89,O48-H127_O79
md_410k_snap_1.com	-781.6799834194464	12	113	N83-H88_O47,O1-H123_O89,O48-H127_O79
md_610k_snap_1.com	-781.6799834194464	12	113	N83-H88_O47,O1-H123_O89,O48-H127_O79
md_610k_snap_3.com	-777.6872346265538	12	113	N83-H88_O47,O1-H123_O89,O48-H127_O79
md_410k_snap_14.com	-781.0287326388606	12	117	O1-H123_O47,O1-H123_O89,O48-H127_O79
md_410k_snap_12.com	-781.4244956961304	12	118	O1-H123_O47,O48-H127_O79
md_410k_snap_6.com	-779.814805163274	12	118	O1-H123_O47,O48-H127_O79
md_410k_snap_13.com	-779.6090381273499	12	118	O1-H123_O47,O48-H127_O79
md_410k_snap_30.com	-783.5291486840821	12	120	O1-H123_O89
md_410k_snap_27.com	-783.0181356262342	12	120	O1-H123_O89
md_410k_snap_31.com	-782.731132238567	12	120	O1-H123_O89
md_410k_snap_28.com	-782.330555493207	12	120	O1-H123_O89
md_410k_snap_29.com	-782.1434639717971	12	120	O1-H123_O89
md_410k_snap_24.com	-782.1020120735267	12	120	O1-H123_O89
md_410k_snap_25.com	-782.0742694242381	12	120	O1-H123_O89
md_410k_snap_26.com	-782.0514314729847	12	120	O1-H123_O89
md_410k_snap_17.com	-782.0249507822548	12	120	O1-H123_O89
md_410k_snap_16.com	-781.6698700247554	12	120	O1-H123_O89
md_410k_snap_19.com	-781.6501929056392	12	120	O1-H123_O89
md_410k_snap_20.com	-781.6326409143895	12	120	O1-H123_O89
md_410k_snap_18.com	-781.6266345617986	12	120	O1-H123_O89
md_410k_snap_22.com	-781.4193020194734	12	120	O1-H123_O89
md_410k_snap_23.com	-781.3889790023289	12	120	O1-H123_O89
md_410k_snap_21.com	-780.274508120535	12	120	O1-H123_O89
md_410k_snap_15.com	-777.1301685329519	12	123	O1-H123_O89,O48-H127_O79
md_610k_snap_169.com	-809.8611017551711	13	6	N120-H122_O28,N19-H130_N115,N19-H130_O119,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_N83
md_610k_snap_159.com	-803.8829663842557	13	7	N120-H122_O28,N19-H130_N115,N19-H130_O119,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_148.com	-793.4405707088404	13	19	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O111,O48-H127_N83,O80-H128_O70
md_610k_snap_149.com	-809.2527755038956	13	24	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_N113,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_150.com	-808.9979105432378	13	24	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_N113,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_166.com	-819.3922690617273	13	25	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_168.com	-819.0925818890153	13	25	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_174.com	-818.7547982102884	13	25	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_172.com	-818.685948422967	13	25	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_173.com	-818.6833899203868	13	25	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_171.com	-818.3381618577533	13	25	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_167.com	-818.2909496567054	13	25	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_163.com	-820.8605321801142	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_162.com	-820.8443853022126	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_164.com	-819.5781811839023	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_165.com	-819.5550251910577	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_179.com	-819.4756639533551	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_180.com	-819.1046030401136	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_170.com	-819.0641947519749	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_177.com	-815.8087916517221	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_178.com	-815.7504810841816	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_176.com	-815.7103392086165	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_175.com	-815.7065807373674	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_157.com	-815.1014612414197	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_161.com	-813.5791334158047	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_158.com	-812.3206742696481	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_160.com	-812.1051262742825	13	26	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_151.com	-809.2717681325439	13	27	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_152.com	-808.535651197661	13	27	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_153.com	-808.1377586786372	13	27	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_154.com	-807.9037984041055	13	27	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_155.com	-807.4894679324683	13	27	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_156.com	-806.6114526208438	13	27	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
