file	energy	H-bond
md_610k_snap_69.com	-799.6636521779659	N83-H88_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_70.com	-800.9335301707022	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_71.com	-797.9964026368681	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_72.com	-798.5610331917279	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_73.com	-798.5606815662616	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_74.com	-794.2577365587067	N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_75.com	-796.3066482664507	N83-H88_O119,O1-H123_O119,O110-H126_O47
md_610k_snap_76.com	-792.6812864418852	N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_77.com	-792.6383635489161	N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_78.com	-792.5184864779244	N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_79.com	-792.8557066770533	N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_80.com	-789.0147949352922	N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_81.com	-800.567933564106	N120-H122_O28,N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_82.com	-801.0790702306414	N120-H122_O28,N83-H88_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_83.com	-802.7001680010123	N120-H122_O28,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_84.com	-802.6393678577389	N120-H122_O28,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_85.com	-806.0479945420661	N120-H122_O28,N54-H131_O32,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_86.com	-807.8453628058539	N120-H122_O28,N54-H131_O32,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110
md_610k_snap_87.com	-802.8017657912606	N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_O89,O80-H128_O70
md_610k_snap_88.com	-801.9886224688483	N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110,O80-H128_O70
md_610k_snap_89.com	-801.1225356266411	N120-H122_O28,N54-H131_O32,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110,O80-H128_O70
md_610k_snap_90.com	-799.4255584438114	N120-H122_O28,N54-H131_O32,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_91.com	-798.62689355847	N120-H122_O89,N25-H27_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O80-H128_N81,O80-H128_O70
md_610k_snap_92.com	-796.6707545987554	N120-H122_O89,N25-H27_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O80-H128_O70
md_610k_snap_93.com	-796.5104042932174	N120-H122_O89,N25-H27_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O80-H128_O70
md_610k_snap_94.com	-796.6445471350501	N120-H122_O89,N25-H27_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O80-H128_O70
md_610k_snap_95.com	-796.5945614456821	N120-H122_O89,N25-H27_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O80-H128_O70
md_610k_snap_96.com	-802.8140693936953	N120-H122_O89,N25-H27_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_O87,O80-H128_O70
md_610k_snap_97.com	-802.1589674504704	N120-H122_O89,N25-H27_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_O87,O80-H128_O70
md_610k_snap_98.com	-799.3458132389721	N25-H27_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47,O48-H127_O87,O80-H128_O70
md_610k_snap_99.com	-801.5188163069382	N25-H27_N115,N25-H27_O89,N54-H131_O32,N83-H88_N115,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_100.com	-805.8934251955669	N25-H26_O89,N25-H27_N115,N54-H131_O32,N83-H88_O119,O1-H123_O119,O110-H126_O47,O112-H129_O110,O48-H127_N83
md_610k_snap_101.com	-803.7642948246182	N25-H26_O89,N54-H131_O32,N83-H88_O119,O1-H123_O119,O110-H126_O47,O48-H127_N83
md_610k_snap_102.com	-803.3135109303904	N25-H26_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47,O48-H127_N83
md_610k_snap_103.com	-806.3216730399619	N25-H26_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47
md_610k_snap_104.com	-807.6109267695092	N25-H26_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119
md_610k_snap_105.com	-807.955731984269	N25-H26_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119
md_610k_snap_106.com	-805.7095070128568	N25-H26_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119
md_610k_snap_107.com	-808.4513179438478	N120-H122_N25,N25-H26_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119
md_610k_snap_108.com	-807.324835462377	N120-H122_N25,N25-H26_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47
md_610k_snap_109.com	-807.2314959204899	N120-H122_N25,N25-H26_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47
md_610k_snap_110.com	-807.1902804769588	N25-H26_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47
md_610k_snap_111.com	-807.6146412835104	N120-H122_N25,N25-H26_O89,N54-H131_O32,N83-H88_N115,O1-H123_O119,O110-H126_O47
md_610k_snap_112.com	-804.7669131987722	N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_N21,O1-H123_O119,O110-H126_O47
md_610k_snap_113.com	-806.5596661528836	N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_N21,O1-H123_O119,O110-H126_O47
md_610k_snap_114.com	-805.0949475924324	N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_O119,O1-H123_O119,O110-H126_O47
md_610k_snap_115.com	-804.3927012874686	N120-H122_O28,N25-H26_O89,N54-H131_O32,O1-H123_O119,O110-H126_O47
md_610k_snap_116.com	-805.8979470268647	N120-H122_O28,N25-H26_O89,N54-H131_O32,O1-H123_O119,O110-H126_O47
md_610k_snap_117.com	-805.734810739564	N120-H122_O28,N25-H26_O89,N54-H131_O32,O1-H123_O119,O110-H126_O47
md_610k_snap_118.com	-806.0133962117336	N120-H122_O28,N25-H26_O89,N54-H131_O32,O1-H123_O119,O110-H126_O47
md_610k_snap_119.com	-806.7985956765	N120-H122_O28,N25-H26_O89,N54-H131_O32,O1-H123_O119,O110-H126_O47
md_610k_snap_120.com	-805.0820766718174	N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_N21,O1-H123_O119,O110-H126_O47
md_610k_snap_121.com	-804.8289910950032	N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_N21,O1-H123_O119,O110-H126_O47
md_610k_snap_122.com	-802.1284869962578	N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_N21,O1-H123_O119,O110-H126_O47
md_610k_snap_123.com	-805.3588043057849	N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_N21,O1-H123_O119,O110-H126_O47
md_610k_snap_124.com	-800.3002917696462	N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_N21,O1-H123_O119,O110-H126_O47,O48-H127_O79
md_610k_snap_125.com	-796.5085699638272	N120-H122_O28,N19-H130_N115,N25-H26_O89,N54-H131_O32,N83-H88_N21,O1-H123_O119,O110-H126_O47
md_610k_snap_126.com	-800.0701929582624	N120-H122_O28,N19-H130_N115,N25-H26_O89,N54-H131_O32,O1-H123_O119,O110-H126_O47,O110-H126_O87
md_610k_snap_127.com	-799.1809525244704	N120-H122_O28,N19-H130_N115,N25-H26_O89,N54-H131_O32,O1-H123_O119,O110-H126_O47,O48-H127_O79
md_610k_snap_128.com	-799.4029760330536	N120-H122_O28,N19-H130_N115,N25-H26_O89,N54-H131_O32,O1-H123_O119,O110-H126_O47
md_610k_snap_129.com	-805.2251118977426	N120-H122_O28,N19-H130_N115,N25-H26_O89,N54-H131_O32,N83-H88_N21,O1-H123_O119,O110-H126_O47,O110-H126_O87
md_610k_snap_130.com	-805.7106827007366	N120-H122_O28,N19-H130_N115,N25-H26_O89,N54-H131_O32,O1-H123_O119,O110-H126_O47,O110-H126_O87
md_610k_snap_131.com	-804.2691777522923	N115-H130_N19,N120-H122_O28,N25-H26_O89,N54-H131_O32,N83-H88_N21,O1-H123_O119,O110-H126_O47,O110-H126_O87
md_610k_snap_132.com	-791.0775505331497	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O110-H126_O1,O80-H128_O70
md_610k_snap_133.com	-792.7342396146619	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O110-H126_O47,O80-H128_O70
md_610k_snap_134.com	-799.6926102999961	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O110-H126_O47
md_610k_snap_135.com	-795.4903435384635	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O110-H126_O47,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_136.com	-795.4437088590983	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O110-H126_O47,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_137.com	-795.562108160468	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O110-H126_O47,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_138.com	-796.827036456199	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O48-H127_O89,O80-H128_O70
md_610k_snap_139.com	-798.8410373502331	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O110-H126_O78,O48-H127_O89,O80-H128_O70
md_610k_snap_140.com	-796.7661340240843	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_141.com	-797.0577885747374	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_142.com	-797.002080388114	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_143.com	-793.9162638235086	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O112-H129_O110,O48-H127_O89,O80-H128_O70
md_610k_snap_144.com	-796.7565831284949	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O119,O112-H129_O110,O48-H127_O89,O80-H128_O70
md_610k_snap_145.com	-796.1335935139805	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_O89,O80-H128_O70
md_610k_snap_146.com	-796.2132989637942	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_N83,O48-H127_O89,O80-H128_O70
md_610k_snap_147.com	-794.6545440766712	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O119,O48-H127_O89,O80-H128_O70
md_610k_snap_148.com	-793.4405707088404	N120-H122_O28,N19-H130_N115,N54-H131_O32,N83-H88_O48,O1-H123_O111,O48-H127_N83,O80-H128_O70
md_610k_snap_149.com	-809.2527755038956	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_N113,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_150.com	-808.9979105432378	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_N113,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_151.com	-809.2717681325439	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_152.com	-808.535651197661	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_153.com	-808.1377586786372	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_154.com	-807.9037984041055	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_155.com	-807.4894679324683	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_156.com	-806.6114526208438	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_157.com	-815.1014612414197	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_158.com	-812.3206742696481	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_159.com	-803.8829663842557	N120-H122_O28,N19-H130_N115,N19-H130_O119,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87,O80-H128_N81,O80-H128_O70
md_610k_snap_160.com	-812.1051262742825	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_161.com	-813.5791334158047	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_162.com	-820.8443853022126	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_163.com	-820.8605321801142	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_164.com	-819.5781811839023	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_165.com	-819.5550251910577	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_166.com	-819.3922690617273	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_167.com	-818.2909496567054	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_168.com	-819.0925818890153	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_169.com	-809.8611017551711	N120-H122_O28,N19-H130_N115,N19-H130_O119,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_N83
md_610k_snap_170.com	-819.0641947519749	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_171.com	-818.3381618577533	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_172.com	-818.685948422967	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_173.com	-818.6833899203868	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_174.com	-818.7547982102884	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_175.com	-815.7065807373674	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_176.com	-815.7103392086165	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_177.com	-815.8087916517221	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_178.com	-815.7504810841816	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_179.com	-819.4756639533551	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_180.com	-819.1046030401136	N120-H122_O28,N19-H130_N115,N54-H131_O32,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_181.com	-820.9642223309265	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_182.com	-820.4208886132749	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_183.com	-822.7008300176265	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_184.com	-822.8461029161317	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_185.com	-822.5683100826998	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_186.com	-822.0807059462107	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_187.com	-821.3142288448656	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_188.com	-821.8372156856774	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_189.com	-821.0309587560067	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_190.com	-820.9883899704744	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_191.com	-820.9999378322341	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_192.com	-821.164901770776	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_193.com	-821.1666943167612	N120-H122_O28,N19-H130_N115,N19-H130_O119,N54-H131_O89,O1-H123_O47,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_194.com	-821.9741255371325	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O47,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_195.com	-822.2752033443041	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O47,O112-H129_O102,O112-H129_O119,O48-H127_O87
md_610k_snap_196.com	-822.7468349079683	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O47,O112-H129_O102,O48-H127_O87
md_610k_snap_197.com	-822.7708254021906	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O47,O112-H129_O102,O48-H127_O87
md_610k_snap_198.com	-822.837998989025	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O47,O112-H129_O102,O48-H127_O87
md_610k_snap_199.com	-823.1018259693572	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O48-H127_O87
md_610k_snap_200.com	-821.2799849190974	N120-H122_O28,N19-H130_N115,N54-H131_O89,O1-H123_O111,O112-H129_O102,O48-H127_O87
